downloaded,city,checkin,hotel_name,rating,stars,price_HUF,dist_center_km,dist_other_km
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,A&O Amsterdam Zuidoost,3.3,2,45358,8.3,Schiphol repülőtér. Amsterdam (AMS): 13
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Acostar Hotel,2.7,2.5,118677,1,Schiphol repülőtér. Amsterdam (AMS): 11
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Alex Rooms,4.5,3,34352,9.7,Schiphol repülőtér. Amsterdam (AMS): 8.0
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Amigo Budget Hostel,3,1.5,156151,3,Schiphol repülőtér. Amsterdam (AMS): 13
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Amrâth Grand Hotel Frans Hals,4.3,4,44271,17,Schiphol repülőtér. Amsterdam (AMS): 11
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Amrâth Hotel Lapershoek Arenapark,3.6,4,25299,26,Schiphol repülőtér. Amsterdam (AMS): 31
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Amrath Hotel Alkmaar,4.3,4,23190,31,Schiphol repülőtér. Amsterdam (AMS): 36
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Amrath Hotel Theater Gooiland,3.6,4,20300,26,Schiphol repülőtér. Amsterdam (AMS): 30
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Amsterdam Downtown Hotel,3.1,2,140541,1,Schiphol repülőtér. Amsterdam (AMS): 11
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Amsterdam Marriott Hotel,4.2,5,127734,1.4,Schiphol repülőtér. Amsterdam (AMS): 11
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Amsterdam Teleport Hotel,4.1,2.5,68583,4.3,Schiphol repülőtér. Amsterdam (AMS): 10
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Andaz Amsterdam Prinsengracht - a concept by Hyatt,4.8,5,171770,0.9,Schiphol repülőtér. Amsterdam (AMS): 11
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Apollo Hotel Utrecht City Centre,3.7,4,26404,35,Schiphol repülőtér. Amsterdam (AMS): 34
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Art Hotel Dulac,4.1,4,85884,0.9,Schiphol repülőtér. Amsterdam (AMS): 12
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Badhu,3.9,3,26547,34,Schiphol repülőtér. Amsterdam (AMS): 34
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Bastion Hotel Almere,3.9,3,32794,19,Schiphol repülőtér. Amsterdam (AMS): 29
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Bastion Hotel Amsterdam Airport,4,4,36541,15,Schiphol repülőtér. Amsterdam (AMS): 2.7
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Bastion Hotel Amsterdam Amstel,3.5,3,73393,5,Schiphol repülőtér. Amsterdam (AMS): 12
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Bastion Hotel Amsterdam Noord,3.7,3,73393,3.5,Schiphol repülőtér. Amsterdam (AMS): 16
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Bastion Hotel Amsterdam Zuidwest,3.6,3,73393,3.7,Schiphol repülőtér. Amsterdam (AMS): 8.4
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Bastion Hotel Bussum Hilversum,3.9,3,29668,22,Schiphol repülőtér. Amsterdam (AMS): 28
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Bastion Hotel Haarlem Velsen,4,3,38726,18,Schiphol repülőtér. Amsterdam (AMS): 15
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Bastion Hotel Leiden Oegstgeest,3.8,3,21862,37,Schiphol repülőtér. Amsterdam (AMS): 25
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Bastion Hotel Leiden Voorschoten,3.8,3,21862,38,Schiphol repülőtér. Amsterdam (AMS): 26
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Bastion Hotel Schiphol Hoofddorp,3.6,3,32794,16,Schiphol repülőtér. Amsterdam (AMS): 5.5
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Bastion Hotel Utrecht,3.6,3,24047,38,Schiphol repülőtér. Amsterdam (AMS): 37
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Bastion Hotel Zaandam,3.9,3,29668,7.2,Schiphol repülőtér. Amsterdam (AMS): 15
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Belfort Hotel,2.1,3,62462,3.3,Schiphol repülőtér. Amsterdam (AMS): 8.7
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Best Western Amsterdam Airport Hotel,3.7,4,36541,15,Schiphol repülőtér. Amsterdam (AMS): 2.7
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Best Western Amsterdam Airport Hotel Uithoorn,3.2,3,32480,16,Schiphol repülőtér. Amsterdam (AMS): 8.5
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Best Western Hotel De Rustende Jager,3.8,4,33183,21,Schiphol repülőtér. Amsterdam (AMS): 9.3
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Best Western Leidse Square Hotel,3.9,3,77765,1.5,Schiphol repülőtér. Amsterdam (AMS): 11
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Best Western Zaan Inn,4.1,3,35453,9.3,Schiphol repülőtér. Amsterdam (AMS): 15
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Blue Mansion Hotel,4.4,3,49376,13,Schiphol repülőtér. Amsterdam (AMS): 3.6
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Breeburg,3.3,3,27797,36,Schiphol repülőtér. Amsterdam (AMS): 41
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Carillon Hotel,3,2,40601,17,Schiphol repülőtér. Amsterdam (AMS): 12
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Carlton President,4.1,4,30638,30,Schiphol repülőtér. Amsterdam (AMS): 28
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Carlton Square,4.4,4,34042,18,Schiphol repülőtér. Amsterdam (AMS): 11
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,CHAO BB,3.5,3.5,33261,34,Schiphol repülőtér. Amsterdam (AMS): 33
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,citizenM Hotel Amsterdam Airport,4.4,4,41240,12,Schiphol repülőtér. Amsterdam (AMS): 0.4
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,ClinkNOORD - Hostel,4.3,2,49985,1.5,Schiphol repülőtér. Amsterdam (AMS): 13
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Court Hotel City Centre Utrecht,3.8,4,30919,35,Schiphol repülőtér. Amsterdam (AMS): 35
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Courtyard by Marriott Amsterdam Airport,4.1,4,66834,17,Schiphol repülőtér. Amsterdam (AMS): 6.3
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Crowne Plaza Amsterdam Schiphol,4.2,4,33714,15,Schiphol repülőtér. Amsterdam (AMS): 3.3
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,De Palatijn,4.3,4,25297,29,Schiphol repülőtér. Amsterdam (AMS): 35
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Delta Hotel City Center,2.6,3,107746,0.4,Schiphol repülőtér. Amsterdam (AMS): 12
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Die Port van Cleve Hotel,3.8,4,140541,0.1,Schiphol repülőtér. Amsterdam (AMS): 12
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Dorint Airport Hotel Amsterdam,4,4,39039,9.3,Schiphol repülőtér. Amsterdam (AMS): 3.2
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,DoubleTree by Hilton Hotel Amsterdam - NDSM Wharf,4.4,4,124611,3.1,Schiphol repülőtér. Amsterdam (AMS): 14
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Dream Hotel Amsterdam,4.2,3,163962,0.9,Schiphol repülőtér. Amsterdam (AMS): 11
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Economy Hotel,3.1,2,17318,36,Schiphol repülőtér. Amsterdam (AMS): 35
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Eye Hotel,4.7,4,30919,35,Schiphol repülőtér. Amsterdam (AMS): 34
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Fletcher Badhotel Egmond aan Zee,3.1,3,156154,33,Schiphol repülőtér. Amsterdam (AMS): 36
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Fletcher Hotel Amsterdam,4,4,90303,9.6,Schiphol repülőtér. Amsterdam (AMS): 13
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Golden Tulip Leiden Centre,4.1,4,27827,36,Schiphol repülőtér. Amsterdam (AMS): 24
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Golden Tulip Noordwijk Beach,3.4,4,26702,35,Schiphol repülőtér. Amsterdam (AMS): 23
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Grand Hotel Alkmaar,4,4,35134,31,Schiphol repülőtér. Amsterdam (AMS): 36
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Grand Hotel Amstelveen,4.1,4,40443,11,Schiphol repülőtér. Amsterdam (AMS): 6.6
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Grand Hotel Huis ter Duin,4.2,5,49969,35,Schiphol repülőtér. Amsterdam (AMS): 23
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Grand Hotel Karel V,4.6,5,44690,35,Schiphol repülőtér. Amsterdam (AMS): 35
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Hajé Waterlodge de Aalscholver,3.9,2,14835,37,Schiphol repülőtér. Amsterdam (AMS): 48
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Hampshire Hotel - Lancaster Amsterdam,3.5,3,109308,1.6,Schiphol repülőtér. Amsterdam (AMS): 13
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Hampshire Hotel - Mijdrecht 'Marickenland',3.9,4,41881,18,Schiphol repülőtér. Amsterdam (AMS): 13
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Hampshire Hotel - The Manor Amsterdam,4.2,4,140539,2.8,Schiphol repülőtér. Amsterdam (AMS): 13
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Hampshire Hotel - Theatre District Amsterdam,3.6,3,93692,1.4,Schiphol repülőtér. Amsterdam (AMS): 11
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Hampshire Hotel Fitland – Leiden,4,4,34039,36,Schiphol repülőtér. Amsterdam (AMS): 24
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Het Hart van Weesp,3.7,2,35602,12,Schiphol repülőtér. Amsterdam (AMS): 19
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Het Wapen van Harmelen,4.6,3,25924,32,Schiphol repülőtér. Amsterdam (AMS): 28
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Hilton Amsterdam,4.3,5,130859,2.8,Schiphol repülőtér. Amsterdam (AMS): 9.5
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Hilton Garden Inn Leiden,4.5,4,29732,38,Schiphol repülőtér. Amsterdam (AMS): 26
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Hilton Royal Parc Soestduinen,4.4,4,27233,38,Schiphol repülőtér. Amsterdam (AMS): 41
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Hof van Marken,4.4,3,30919,17,Schiphol repülőtér. Amsterdam (AMS): 29
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Holiday Inn Amsterdam,4,4,56790,4.3,Schiphol repülőtér. Amsterdam (AMS): 9.7
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Holiday Inn Express Utrecht - Papendorp,4.3,3,24985,36,Schiphol repülőtér. Amsterdam (AMS): 34
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Holland Lodge,2.9,2,16553,32,Schiphol repülőtér. Amsterdam (AMS): 32
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Hostel Princess,2.3,1,62462,1.6,Schiphol repülőtér. Amsterdam (AMS): 10
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Hostelle - Caters to Women,4.4,2,47782,7.5,Schiphol repülőtér. Amsterdam (AMS): 13
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Hotel 1900,3.3,3,24674,36,Schiphol repülőtér. Amsterdam (AMS): 41
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Hotel Abcoude,4.1,3,33416,13,Schiphol repülőtér. Amsterdam (AMS): 16
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Hotel Avenue,3.6,3,108997,0.4,Schiphol repülőtér. Amsterdam (AMS): 12
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Hotel Bleecker,4.5,3,30606,19,Schiphol repülőtér. Amsterdam (AMS): 14
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Hotel Bloemendaal,4.4,3,28110,19,Schiphol repülőtér. Amsterdam (AMS): 14
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Hotel Chariot,3.9,4,36852,13,Schiphol repülőtér. Amsterdam (AMS): 3.6
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Hotel Corona Zeist,3.6,3,27794,40,Schiphol repülőtér. Amsterdam (AMS): 42
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Hotel De Duif,3.6,3,25749,26,Schiphol repülőtér. Amsterdam (AMS): 15
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Hotel De Herbergh Amsterdam Airport,4.1,3,44973,9.1,Schiphol repülőtér. Amsterdam (AMS): 3.4
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Hotel De Keizerskroon,3.4,3,22643,32,Schiphol repülőtér. Amsterdam (AMS): 43
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Hotel De Lange Jammer,4.7,3,25766,38,Schiphol repülőtér. Amsterdam (AMS): 50
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Hotel de Nachtegaal,3.5,4,21551,25,Schiphol repülőtér. Amsterdam (AMS): 14
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Hotel De Weyman,3.8,3,24674,18,Schiphol repülőtér. Amsterdam (AMS): 16
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Hotel Donatella,3.3,3,24987,17,Schiphol repülőtér. Amsterdam (AMS): 12
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Hotel Estheréa,4.7,4,117116,0.4,Schiphol repülőtér. Amsterdam (AMS): 12
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Hotel Heerlijkheid Bergen,3.6,3,24987,36,Schiphol repülőtér. Amsterdam (AMS): 41
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Hotel Iron Horse,4,3,100877,1.5,Schiphol repülőtér. Amsterdam (AMS): 11
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Hotel Isis,2.9,2,87446,1.9,Schiphol repülőtér. Amsterdam (AMS): 14
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Hotel Kap,3.1,2,160213,1.6,Schiphol repülőtér. Amsterdam (AMS): 11
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Hotel Luxer,4.2,3,90256,0.6,Schiphol repülőtér. Amsterdam (AMS): 13
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Hotel Mitland,4.3,4,37475,35,Schiphol repülőtér. Amsterdam (AMS): 35
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Hotel Mosaic,3.7,3,178016,1.6,Schiphol repülőtér. Amsterdam (AMS): 10
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Hotel Notting Hill,4.4,4,99625,1.7,Schiphol repülőtér. Amsterdam (AMS): 11
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Hotel Okura Amsterdam,4.6,5,122269,2.7,Schiphol repülőtér. Amsterdam (AMS): 11
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Hotel Oostereiland - Gevangenis Hotel,3.7,2,24987,31,Schiphol repülőtér. Amsterdam (AMS): 42
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Hotel Promenade,NA,3,23424,32,Schiphol repülőtér. Amsterdam (AMS): 38
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Hotel Restaurant de Beurs,3.7,4,20302,16,Schiphol repülőtér. Amsterdam (AMS): 4.2
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Hotel Stad en Land,3.8,3,25220,31,Schiphol repülőtér. Amsterdam (AMS): 37
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Hotel The Crown,1.6,1,70270,0.5,Schiphol repülőtér. Amsterdam (AMS): 13
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Hotel Theater Figi,4,4,19909,40,Schiphol repülőtér. Amsterdam (AMS): 41
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Hotel van Renenpark,3.2,3.5,31230,36,Schiphol repülőtér. Amsterdam (AMS): 41
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Hotel Velsen,3.7,1,20302,22,Schiphol repülőtér. Amsterdam (AMS): 20
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Hotel Victorie,3.4,3,74641,3,Schiphol repülőtér. Amsterdam (AMS): 11
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Hotel Zwanenburg,3.7,3,40287,9.7,Schiphol repülőtér. Amsterdam (AMS): 7.7
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Hotelsuites de Driesprong,4.6,4,71833,22,Schiphol repülőtér. Amsterdam (AMS): 24
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,ibis Leiden Centre,4.2,3,30606,36,Schiphol repülőtér. Amsterdam (AMS): 24
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Inntel Hotels Amsterdam Centre,4.2,4,113837,0.4,Schiphol repülőtér. Amsterdam (AMS): 12
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Inntel Hotels Amsterdam Zaandam,4.5,4,51716,8.8,Schiphol repülőtér. Amsterdam (AMS): 15
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,InterContinental Amstel Amsterdam,4.8,5,192694,1.7,Schiphol repülőtér. Amsterdam (AMS): 12
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Jaz Amsterdam,NA,NA,56809,7.2,Schiphol repülőtér. Amsterdam (AMS): 13
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,King's Inn City Hostel - Hotel Alkmaar,4.1,2,17179,30,Schiphol repülőtér. Amsterdam (AMS): 36
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Leiden Rooms,3.4,3,31230,35,Schiphol repülőtér. Amsterdam (AMS): 23
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Luxury Suites Amsterdam,4.4,5,121799,0.8,Schiphol repülőtér. Amsterdam (AMS): 12
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Maggy's Guest House,2,2.5,124924,0.6,Schiphol repülőtér. Amsterdam (AMS): 13
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Malie Hotel Utrecht – Hampshire Classic,4,4,39352,35,Schiphol repülőtér. Amsterdam (AMS): 35
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Moevenpick Hotel Amsterdam City Centre,4.5,4,99626,1.6,Schiphol repülőtér. Amsterdam (AMS): 14
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Molengroet,3.9,3,23610,37,Schiphol repülőtér. Amsterdam (AMS): 43
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Mother Goose Hotel,4.6,3,42160,35,Schiphol repülőtér. Amsterdam (AMS): 35
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Najade Resort,3.5,4,63712,22,Schiphol repülőtér. Amsterdam (AMS): 25
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,New Hilton Amsterdam Airport Schiphol,NA,4,62149,12,Schiphol repülőtér. Amsterdam (AMS): 0.2
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,NH Amsterdam Schiphol Airport,4,4,43411,15,Schiphol repülőtér. Amsterdam (AMS): 2.7
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,NH Bussum Jan Tabak,4,4,25972,22,Schiphol repülőtér. Amsterdam (AMS): 29
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,NH Centre Utrecht,4.1,3,27517,35,Schiphol repülőtér. Amsterdam (AMS): 35
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,NH Heemskerk Marquette,3.9,4,21549,22,Schiphol repülőtér. Amsterdam (AMS): 25
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,NH Naarden,3.5,4,25353,19,Schiphol repülőtér. Amsterdam (AMS): 27
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,NH Utrecht,3.7,4,23348,35,Schiphol repülőtér. Amsterdam (AMS): 34
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,NH Zandvoort,3.4,4,27233,24,Schiphol repülőtér. Amsterdam (AMS): 17
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Old City Amsterdam,4.2,3,98377,0.2,Schiphol repülőtér. Amsterdam (AMS): 12
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Palace Hotel,3,4,37165,25,Schiphol repülőtér. Amsterdam (AMS): 17
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Park Inn by Radisson Amsterdam Airport Schiphol,4.1,3,43536,15,Schiphol repülőtér. Amsterdam (AMS): 3.2
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Park Plaza Amsterdam Airport,4.2,4,32230,9,Schiphol repülőtér. Amsterdam (AMS): 4.7
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Park Plaza Utrecht,4,4,25984,35,Schiphol repülőtér. Amsterdam (AMS): 34
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Parkhotel Bergen,4,4,29667,36,Schiphol repülőtér. Amsterdam (AMS): 41
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Petit Nord,3.4,4,23424,32,Schiphol repülőtér. Amsterdam (AMS): 43
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Princess Hotel Loosdrecht/Amsterdam,3.9,4,23111,22,Schiphol repülőtér. Amsterdam (AMS): 24
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Quentin England Hotel,3.1,2,62149,1.7,Schiphol repülőtér. Amsterdam (AMS): 10
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Quentin Hotel,3,3,65272,1.3,Schiphol repülőtér. Amsterdam (AMS): 11
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Radisson Blu Hotel Amsterdam Airport Schiphol,4.4,4,52781,14,Schiphol repülőtér. Amsterdam (AMS): 3.1
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Rembrandt Hotel Leiden,3.6,3,29983,36,Schiphol repülőtér. Amsterdam (AMS): 24
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Restaurant Hotel Merlet,NA,4,35915,39,Schiphol repülőtér. Amsterdam (AMS): 44
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Rosendael,4.7,4,41119,35,Schiphol repülőtér. Amsterdam (AMS): 35
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Sara's Boutique Hotel,3.3,3,82637,1.3,Schiphol repülőtér. Amsterdam (AMS): 11
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Sheraton Amsterdam Airport Hotel & Conference Center,4.4,4,62151,12,Schiphol repülőtér. Amsterdam (AMS): 0.5
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Spa Sport Hotel ZUIVER,4.1,3,66757,5.4,Schiphol repülőtér. Amsterdam (AMS): 7.3
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Stadshotel Woerden,4.6,4,45283,32,Schiphol repülőtér. Amsterdam (AMS): 26
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Star Lodge Hotels Utrecht,4.2,3,29667,35,Schiphol repülőtér. Amsterdam (AMS): 36
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Station Amstelveen,4.9,4,121802,8.5,Schiphol repülőtér. Amsterdam (AMS): 6.4
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Steigenberger Airport Hotel Amsterdam,4.3,4,39726,9.1,Schiphol repülőtér. Amsterdam (AMS): 3.8
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Steyn Hotel & Apartments,3.6,3,26547,40,Schiphol repülőtér. Amsterdam (AMS): 41
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Stone hotel & hostel,3.5,2,19052,35,Schiphol repülőtér. Amsterdam (AMS): 35
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Swissôtel Amsterdam,4.4,4,137447,0.1,Schiphol repülőtér. Amsterdam (AMS): 12
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,The Hostel B&B Utrecht City Center,3.4,2,18739,35,Schiphol repülőtér. Amsterdam (AMS): 35
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,The Sands Hotel - Zandvoort,3.7,3,32792,25,Schiphol repülőtér. Amsterdam (AMS): 17
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,The Student Hotel Amsterdam West,4,3,71832,3.8,Schiphol repülőtér. Amsterdam (AMS): 9.2
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Tulip Inn Bodegraven,3.6,3,15178,36,Schiphol repülőtér. Amsterdam (AMS): 27
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Tulip Inn Leiderdorp,3.7,3,14054,33,Schiphol repülőtér. Amsterdam (AMS): 21
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Tulip Inn Media Park Hilversum,3.8,3,24594,25,Schiphol repülőtér. Amsterdam (AMS): 30
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Van Der Valk Avifauna,4.3,4,23424,31,Schiphol repülőtér. Amsterdam (AMS): 20
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Van Der Valk Hotel Akersloot,4.3,4,29357,23,Schiphol repülőtér. Amsterdam (AMS): 27
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Van Der Valk Hotel Almere,4.6,4,38101,25,Schiphol repülőtér. Amsterdam (AMS): 34
9/16/2015 4:12,"Amsterdam, Netherlands",12/31/2015,Van Der Valk Hotel Amersfoort A1,4.4,4,27795,40,Schiphol repülőtér. Amsterdam (AMS): 46
